Station,Complex,Stop_ID,Division,Line,Stop_Name,Borough,Daytime_Routes,Structure,Latitude,Longitude,North_Label,South_Label,CBD
HOWARD BCH JFK-A,198,H03,IND,Rockaway,Howard Beach-JFK Airport,Q,A,At Grade,40.660476,-73.830301,Manhattan,Rockaways,"N"
HOYT ST-23,336,233,IRT,Eastern Pky,Hoyt St,Bk,2 3,Subway,40.690545,-73.985065,Manhattan,Flatbush - New Lots,"N"
HOYT-SCHER-ACG,175,A42,IND,8th Av - Fulton St,Hoyt-Schermerhorn Sts,Bk,A C G,Subway,40.688484,-73.985001,Manhattan - Church Av,Euclid Av & Queens - Court Sq,"N"
HUGUENOT-1-SIR,516,S16,SIR,Staten Island,Huguenot,SI,SIR,Open Cut,40.533674,-74.191794,St George,Tottenville,"N"
HUNTERS PT AV-7,463,720,IRT,Flushing,Hunters Point Av,Q,7,Subway,40.742216,-73.948916,Flushing,Manhattan,"N"
HUNTS POINT AV-6,371,613,IRT,Pelham,Hunts Point Av,Bx,6,Subway,40.820948,-73.890549,Pelham Bay Park,Manhattan,"N"
INTERVALE AV-25,431,218,IRT,Lenox - White Plains Rd,Intervale Av,Bx,2 5,Elevated,40.822181,-73.896736,Wakefield - Eastchester,Manhattan,"N"
INWOOD-207 ST-A,143,A02,IND,8th Av - Fulton St,Inwood-207 St,M,A,Subway,40.868072,-73.919899,,Downtown & Brooklyn,"N"
JACKSON AV-25,433,220,IRT,Lenox - White Plains Rd,Jackson Av,Bx,2 5,Elevated,40.81649,-73.907807,Wakefield - Eastchester,Manhattan,"N"
JAMAICA 179 ST-F,254,F01,IND,Queens Blvd,Jamaica-179 St,Q,F,Subway,40.712646,-73.783817,,Manhattan,"N"
JAMAICA CENTER-EJZ,278,G05,IND,Queens - Archer,Jamaica Center-Parsons/Archer,Q,E J Z,Subway,40.702147,-73.801109,,Manhattan,"N"
JAMAICA VAN WK-E,280,G07,IND,Queens - Archer,Jamaica-Van Wyck,Q,E,Subway,40.702566,-73.816859,Jamaica Center,Manhattan,"N"
JAY ST-METROTEC-ACF,636,A41,IND,8th Av - Fulton St,Jay St-MetroTech,Bk,A C F,Subway,40.692338,-73.987342,Manhattan,Euclid - Lefferts - Rockaways - Coney Island,"N"
JAY ST-METROTEC-R,636,R29,BMT,Broadway,Jay St-MetroTech,Bk,R,Subway,40.69218,-73.985942,Manhattan,Bay Ridge - 95 St,"N"
JEFFERSON AV-1-SIR,508,S24,SIR,Staten Island,Jefferson Av,SI,SIR,Embankment,40.583591,-74.103338,St George,Tottenville,"N"
JEFFERSON ST-L,126,L15,BMT,Canarsie,Jefferson St,Bk,L,Subway,40.706607,-73.922913,Manhattan,Canarsie - Rockaway Parkway,"N"
JKSN HT-ROOSVLT-EFMR7,616,G14,IND,Queens Blvd,Jackson Hts-Roosevelt Av,Q,E F M R 7,Subway,40.746644,-73.891338,Forest Hills - Jamaica,Manhattan,"N"
JOURNAL SQUARE-1-PATH,904,,,,,J,,,,,,,"N"
JUNCTION BLVD-7,451,707,IRT,Flushing,Junction Blvd,Q,7,Elevated,40.749145,-73.869527,Flushing,Manhattan,"N"
JUNIUS ST-3,349,254,IRT,Eastern Pky,Junius St,Bk,3,Elevated,40.663515,-73.902447,Manhattan,New Lots,"N"
KEW GARDENS-EF,259,F06,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,"N"
KINGS HWY-BQ,51,D35,BMT,Broadway - Brighton,Kings Hwy,Bk,B Q,Open Cut,40.60867,-73.957734,Manhattan,Brighton Beach & Coney Island,"N"
KINGS HWY-F,250,F35,IND,6th Av - Culver,Kings Hwy,Bk,F,Elevated,40.603217,-73.972361,Manhattan,Coney Island,"N"
KINGS HWY-N,77,N08,BMT,Sea Beach,Kings Hwy,Bk,N,Open Cut,40.603923,-73.980353,Manhattan,Coney Island,"N"
KINGSBRIDGE RD-4,381,406,IRT,Jerome Av,Kingsbridge Rd,Bx,4,Elevated,40.86776,-73.897174,Woodlawn,Manhattan,"N"
KINGSBRIDGE RD-BD,212,D04,IND,Concourse,Kingsbridge Rd,Bx,B D,Subway,40.866978,-73.893509,Bedford Pk Blvd & 205 St,Manhattan,"N"
KINGSTON AV-3,344,249,IRT,Eastern Pky,Kingston Av,Bk,3,Subway,40.669399,-73.942161,Manhattan,New Lots,"N"
KINGSTON-THROOP-C,180,A47,IND,8th Av - Fulton St,Kingston-Throop Avs,Bk,C,Subway,40.679921,-73.940858,Manhattan,Euclid Av,"N"
KNICKERBOCKER-M,113,M09,BMT,Myrtle Av,Knickerbocker Av,Bk,M,Elevated,40.698664,-73.919711,Manhattan,Metropolitan Av,"N"
KOSCIUSZKO ST-J,96,J31,BMT,Jamaica,Kosciuszko St,Bk,J,Elevated,40.693342,-73.928814,Jamaica,Manhattan,"N"
LACKAWANNA-1-PATH,915,,,,,J,,,,,,,"N"
LAFAYETTE AV-C,176,A43,IND,8th Av - Fulton St,Lafayette Av,Bk,C,Subway,40.686113,-73.973946,Manhattan,Euclid Av,"N"
LEXINGTON AV/53-EM6,612,F11,IND,Queens Blvd,Lexington Av/53 St,M,E M,Subway,40.757552,-73.969055,Queens,Downtown & Brooklyn,"Y"
LEXINGTON AV/63-F,223,B08,IND,63rd St,Lexington Av/63 St,M,F Q,Subway,40.764629,-73.966113,Uptown - Queens,Downtown & Brooklyn,"Y"
LIBERTY AV-C,185,A52,IND,8th Av - Fulton St,Liberty Av,Bk,C,Subway,40.674542,-73.896548,Manhattan,Euclid Av,"N"
LIVONIA AV-L,135,L26,BMT,Canarsie,Livonia Av,Bk,L,Elevated,40.664038,-73.900571,Manhattan,Canarsie - Rockaway Parkway,"N"
LONGWOOD AV-6,372,614,IRT,Pelham,Longwood Av,Bx,6,Subway,40.816104,-73.896435,Pelham Bay Park,Manhattan,"N"
LORIMER ST-JM,99,M13,BMT,Jamaica,Lorimer St,Bk,J M,Elevated,40.703869,-73.947408,Jamaica - Middle Village,Manhattan,"N"
LORIMER ST-LG,629,L10,BMT,Canarsie,Lorimer St,Bk,L,Subway,40.714063,-73.950275,Manhattan,Canarsie - Rockaway Parkway,"N"
MARBLE HILL-225-1,296,106,IRT,Broadway - 7Av,Marble Hill-225 St,M,1,Elevated,40.874561,-73.909831,242 St,Downtown,"N"
MARCY AV-JMZ,101,M16,BMT,Jamaica,Marcy Av,Bk,J M Z,Elevated,40.708359,-73.957757,Jamaica - Middle Village,Manhattan,"N"
METROPOLITAN AV-GL,629,G29,IND,Crosstown,Metropolitan Av,Bk,G,Subway,40.712792,-73.951418,Queens,Church Av,"N"
METROPOLITAN AV-M,108,M01,BMT,Myrtle Av,Middle Village-Metropolitan Av,Q,M,Elevated,40.711396,-73.889601,Manhattan,,"N"
METS-WILLETS PT-7,448,702,IRT,Flushing,Mets-Willets Point,Q,7,Elevated,40.754622,-73.845625,Flushing,Manhattan,"N"
MIDDLETOWN RD-6,362,603,IRT,Pelham,Middletown Rd,Bx,6,Elevated,40.843863,-73.836322,Pelham Bay Park,Manhattan,"N"
MONTROSE AV-L,124,L13,BMT,Canarsie,Montrose Av,Bk,L,Subway,40.707739,-73.93985,Manhattan,Canarsie - Rockaway Parkway,"N"
MORGAN AV-L,125,L14,BMT,Canarsie,Morgan Av,Bk,L,Subway,40.706152,-73.933147,Manhattan,Canarsie - Rockaway Parkway,"N"
MORISN AV/SNDVW-6,368,610,IRT,Pelham,Morrison Av-Soundview,Bx,6,Elevated,40.829521,-73.874516,Pelham Bay Park,Manhattan,"N"
MORRIS PARK-5,446,505,IRT,Dyre Av,Morris Park,Bx,5,Open Cut,40.854364,-73.860495,Eastchester - Dyre Av,Manhattan,"N"
MOSHOLU PKWY-4,379,402,IRT,Jerome Av,Mosholu Pkwy,Bx,4,Elevated,40.87975,-73.884655,Woodlawn,Manhattan,"N"
MT EDEN AV-4,386,411,IRT,Jerome Av,Mt Eden Av,Bx,4,Elevated,40.844434,-73.914685,Woodlawn,Manhattan,"N"
MYRTLE AV-JMZ,97,M11,BMT,Jamaica,Myrtle Av,Bk,J M Z,Elevated,40.697207,-73.935657,Jamaica - Middle Village,Manhattan,"N"
MYRTLE-WILLOUGH-G,288,G32,IND,Crosstown,Myrtle-Willoughby Avs,Bk,G,Subway,40.694568,-73.949046,Queens,Church Av,"N"
MYRTLE-WYCKOFF-LM,630,M08,BMT,Myrtle Av,Myrtle-Wyckoff Avs,Bk,M,Elevated,40.69943,-73.912385,Manhattan,Metropolitan Av,"N"
NASSAU AV-G,284,G28,IND,Crosstown,Nassau Av,Bk,G,Subway,40.724635,-73.951277,Queens,Church Av,"N"
NECK RD-BQ,53,D38,BMT,Broadway - Brighton,Neck Rd,Bk,Q,Open Cut,40.595246,-73.955161,Manhattan,Brighton Beach & Coney Island,"N"
NEPTUNE AV-F,253,F39,IND,6th Av - Culver,Neptune Av,Bk,F,Elevated,40.581011,-73.974574,Manhattan,Stillwell Av,"N"
NEREID AV-25,417,204,IRT,Lenox - White Plains Rd,Nereid Av,Bx,2 5,Elevated,40.898379,-73.854376,Wakefield - 241 St,Manhattan,"N"
NEVINS ST-2345,337,234,IRT,Eastern Pky,Nevins St,Bk,2 3 4 5,Subway,40.688246,-73.980492,Manhattan,Flatbush - Utica - New Lots,"N"
NEW DORP-1-SIR,510,S22,SIR,Staten Island,New Dorp,SI,SIR,Open Cut,40.57348,-74.11721,St George,Tottenville,"N"
NEW LOTS AV-3,352,257,IRT,Eastern Pky,New Lots Av,Bk,3,Elevated,40.666235,-73.884079,Manhattan,,"N"
NEW LOTS-L,136,L27,BMT,Canarsie,New Lots Av,Bk,L,Elevated,40.658733,-73.899232,Manhattan,Canarsie - Rockaway Parkway,"N"
NEW UTRECHT AV-ND,615,N04,BMT,Sea Beach,New Utrecht Av,Bk,N,Open Cut,40.624842,-73.996353,Manhattan,Coney Island,"N"
NEWARK BM BW-1-PATH,907,,,,Newark BM,J,,,,,,,"N"
NEWARK C-1-PATH,906,,,,Newark C,J,,,,,,,"N"
NEWARK HM HE-1-PATH,908,,,,Newark HM HE,J,,,,,,,"N"
NEWARK HW BMEBE-1-PATH,909,,,,Newark HW BMEBE,J,,,,,,,"N"
NEWKIRK AV-25,358,246,IRT,Nostrand,Newkirk Av - Little Haiti,Bk,2 5,Subway,40.639967,-73.948411,Manhattan,Flatbush,"N"
NEWKIRK PLAZA-BQ,47,D31,BMT,Broadway - Brighton,Newkirk Plaza,Bk,B Q,Open Cut,40.635082,-73.962793,Manhattan,Brighton Beach & Coney Island,"N"
NO MATCH-PELHAM ,445,504,IRT,Dyre Av,Pelham Pkwy,Bx,5,Open Cut,40.858985,-73.855359,Eastchester - Dyre Av,Manhattan,"N"
NORTHERN BLVD-MR,269,G16,IND,Queens Blvd,Northern Blvd,Q,M R,Subway,40.752885,-73.906006,Forest Hills,Manhattan,"N"
NORWOOD 205 ST-D,210,D01,IND,Concourse,Norwood-205 St,Bx,D,Subway,40.874811,-73.878855,,Manhattan,"N"
NORWOOD AV-JZ,88,J21,BMT,Jamaica,Norwood Av,Bk,J Z,Elevated,40.68141,-73.880039,Jamaica,Manhattan,"N"
NOSTRAND AV-3,343,248,IRT,Eastern Pky,Nostrand Av,Bk,3,Subway,40.669847,-73.950466,Manhattan,New Lots,"N"
NOSTRAND AV-AC,179,A46,IND,8th Av - Fulton St,Nostrand Av,Bk,A C,Subway,40.680438,-73.950426,Manhattan,Euclid - Lefferts - Rockaways,"N"
OAKWOOD HEIGHTS-1-SIR,511,S21,SIR,Staten Island,Oakwood Heights,SI,SIR,Open Cut,40.56511,-74.12632,St George,Tottenville,"N"
OCEAN PKWY-Q,56,D41,BMT,Broadway - Brighton,Ocean Pkwy,Bk,Q,Elevated,40.576312,-73.968501,Manhattan,Stillwell Av,"N"
OLD TOWN-1-SIR,506,S26,SIR,Staten Island,Old Town,SI,SIR,Embankment,40.596612,-74.087368,St George,Tottenville,"N"
OZONE PK LEFFRT-A,195,A65,IND,Liberty Av,Ozone Park-Lefferts Blvd,Q,A,Elevated,40.685951,-73.825798,Manhattan,,"N"
PARK PLACE-23ACE,624,228,IRT,Clark St,Park Place,M,2 3,Subway,40.713051,-74.008811,Uptown & The Bronx,Downtown & Brooklyn,"Y"
PARK PLACE-S,141,S03,BMT,Franklin Shuttle,Park Pl,Bk,S,Open Cut,40.674772,-73.957624,Franklin Av,Prospect Park,"N"
PARKCHESTER-6,366,608,IRT,Pelham,Parkchester,Bx,6,Elevated,40.833226,-73.860816,Pelham Bay Park,Manhattan,"N"
PARKSIDE AV-BQ,43,D27,BMT,Broadway - Brighton,Parkside Av,Bk,Q,Open Cut,40.655292,-73.961495,Manhattan,Brighton Beach & Coney Island,"N"
PARSONS BLVD-F,256,F03,IND,Queens Blvd,Parsons Blvd,Q,F,Subway,40.707564,-73.803326,179 St,Manhattan,"N"
PATH NEW WTC-1-PATH,901,,,,Path WTC,M,,,,,,,"Y"
PATH WTC 2-1-PATH,900,,,,Path WTC 2,M,,,,,,,"Y"
PAVONIA/NEWPORT-1-PATH,916,,,,,J,,,,,,,"N"
PELHAM BAY PARK-6,360,601,IRT,Pelham,Pelham Bay Park,Bx,6,Elevated,40.852462,-73.828121,,Manhattan,"N"
PELHAM PKWY-25,424,211,IRT,Lenox - White Plains Rd,Pelham Pkwy,Bx,2 5,Elevated,40.857192,-73.867615,Wakefield - 241 St,Manhattan,"N"
PELHAM PKWY-5,445,504,IRT,Dyre Av,Pelham Pkwy,Bx,5,Open Cut,40.858985,-73.855359,Eastchester - Dyre Av,Manhattan,"N"
PENNSYLVANIA AV-3,350,255,IRT,Eastern Pky,Pennsylvania Av,Bk,3,Elevated,40.664635,-73.894895,Manhattan,New Lots,"N"
PLEASANT PLAINS-1-SIR,518,S14,SIR,Staten Island,Pleasant Plains,SI,SIR,Embankment,40.52241,-74.217847,St George,Tottenville,"N"
PRESIDENT ST-25,353,241,IRT,Nostrand,President Street-Medgar Evers College,Bk,2 5,Subway,40.667883,-73.950683,Manhattan,Flatbush,"N"
PRINCE ST-NRW,17,R22,BMT,Broadway - Brighton,Prince St,M,R W,Subway,40.724329,-73.997702,Uptown & Queens,Downtown & Brooklyn,"Y"
PRINCE'S BAY-1-SIR,517,S15,SIR,Staten Island,Prince's Bay,SI,SIR,Open Cut,40.525507,-74.200064,St George,Tottenville,"N"
PROSPECT AV-25,432,219,IRT,Lenox - White Plains Rd,Prospect Av,Bx,2 5,Elevated,40.819585,-73.90177,Wakefield - Eastchester,Manhattan,"N"
PROSPECT AV-R,30,R34,BMT,4th Av,Prospect Av,Bk,R,Subway,40.665414,-73.992872,Manhattan,Bay Ridge - 95 St,"N"
PROSPECT PARK-BQS,42,D26,BMT,Broadway - Brighton,Prospect Park,Bk,B Q S,Open Cut,40.661614,-73.962246,Manhattan & Franklin Av,Brighton Beach & Coney Island,"N"
QUEENS PLAZA-EMR,273,G21,IND,Queens Blvd,Queens Plaza,Q,E M R,Subway,40.748973,-73.937243,Forest Hills - Jamaica,Manhattan,"N"
QUEENSBORO PLZ-7NQW,461,R09,BMT,Astoria,Queensboro Plaza,Q,N W,Elevated,40.750582,-73.940202,Astoria - Flushing,Manhattan,"N"
RALPH AV-C,182,A49,IND,8th Av - Fulton St,Ralph Av,Bk,C,Subway,40.678822,-73.920786,Manhattan,Euclid Av,"N"
RECTOR ST-1,329,139,IRT,Broadway - 7Av,Rector St,M,1,Subway,40.707513,-74.013783,Uptown & The Bronx,Downtown,"Y"
RECTOR ST-NRW,22,R26,BMT,Broadway,Rector St,M,R W,Subway,40.70722,-74.013342,Uptown & Queens,Downtown & Brooklyn,"Y"
RICHMOND VALLEY-1-SIR,519,S13,SIR,Staten Island,Richmond Valley,SI,SIR,Open Cut,40.519631,-74.229141,St George,Tottenville,"N"
RIT-MANHATTAN-R,802,,,,Roosevelt Island Tram-Manhattan,M,,,,,,,"Y"
RIT-ROOSEVELT-R,801,,,,Roosevelt Island Tram-Roosevelt I,M,,,,,,,"Y"
ROCKAWAY AV-3,348,253,IRT,Eastern Pky,Rockaway Av,Bk,3,Elevated,40.662549,-73.908946,Manhattan,New Lots,"N"
ROCKAWAY AV-C,183,A50,IND,8th Av - Fulton St,Rockaway Av,Bk,C,Subway,40.67834,-73.911946,Manhattan,Euclid Av,"N"
ROCKAWAY BLVD-A,192,A61,IND,Liberty Av,Rockaway Blvd,Q,A,Elevated,40.680429,-73.843853,Manhattan,Lefferts - Rockaways,"N"
ROCKAWAY PARK B-AS,203,H15,IND,Rockaway,Rockaway Park-Beach 116 St,Q,A S,At Grade,40.580903,-73.835592,Manhattan,,"N"
ROOSEVELT ISLND-F,222,B06,IND,63rd St,Roosevelt Island,M,F,Subway,40.759145,-73.95326,Queens,Manhattan,"N"
SARATOGA AV-3,347,252,IRT,Eastern Pky,Saratoga Av,Bk,3,Elevated,40.661453,-73.916327,Manhattan,New Lots,"N"
SENECA AVE-M,111,M06,BMT,Myrtle Av,Seneca Av,Q,M,Elevated,40.702762,-73.90774,Manhattan,Metropolitan Av,"N"
SHEEPSHEAD BAY-BQ,54,D39,BMT,Broadway - Brighton,Sheepshead Bay,Bk,B Q,Open Cut,40.586896,-73.954155,Manhattan,Brighton Beach & Coney Island,"N"
SHEPHERD AV-C,187,A54,IND,8th Av - Fulton St,Shepherd Av,Bk,C,Subway,40.67413,-73.88075,Manhattan,Euclid Av,"N"
SIMPSON ST-25,430,217,IRT,Lenox - White Plains Rd,Simpson St,Bx,2 5,Elevated,40.824073,-73.893064,Wakefield - Eastchester,Manhattan,"N"
SMITH-9 ST-FG,238,F22,IND,6th Av - Culver,Smith-9 Sts,Bk,F G,Viaduct,40.67358,-73.995959,Manhattan - Queens,Church Av - Coney Island,"N"
SOUTH FERRY-1RW,635,142,IRT,Broadway - 7Av,South Ferry,M,1,Subway,40.702068,-74.013664,Uptown & The Bronx,,"Y"
SPRING ST-6,409,638,IRT,Lexington Av,Spring St,M,6,Subway,40.722301,-73.997141,Uptown & The Bronx,Downtown,"Y"
SPRING ST-CE,168,A33,IND,8th Av - Fulton St,Spring St,M,C E,Subway,40.726227,-74.003739,Uptown - Queens,Downtown & Brooklyn,"Y"
ST LAWRENCE AV-6,367,609,IRT,Pelham,St Lawrence Av,Bx,6,Elevated,40.831509,-73.867618,Pelham Bay Park,Manhattan,"N"
ST. GEORGE-1-SIR,501,S31,SIR,Staten Island,St George,SI,SIR,Open Cut,40.643748,-74.073643,,Tottenville,"N"
STAPLETON-1-SIR,503,S29,SIR,Staten Island,Stapleton,SI,SIR,Elevated,40.627915,-74.075162,St George,Tottenville,"N"
STEINWAY ST-MR,271,G19,IND,Queens Blvd,Steinway St,Q,M R,Subway,40.756879,-73.92074,Forest Hills,Manhattan,"N"
STERLING ST-25,354,242,IRT,Nostrand,Sterling St,Bk,2 5,Subway,40.662742,-73.95085,Manhattan,Flatbush,"N"
SUTPHIN BLVD-F,257,F04,IND,Queens Blvd,Sutphin Blvd,Q,F,Subway,40.70546,-73.810708,179 St,Manhattan,"N"
SUTPHIN-ARCHER-EJZ,279,G06,IND,Queens - Archer,Sutphin Blvd-Archer Av-JFK Airport,Q,E J Z,Subway,40.700486,-73.807969,Jamaica Center,Manhattan,"N"
SUTTER AV-L,134,L25,BMT,Canarsie,Sutter Av,Bk,L,Elevated,40.669367,-73.901975,Manhattan,Canarsie - Rockaway Parkway,"N"
SUTTER AV-RUTLD-3,346,251,IRT,Eastern Pky,Sutter Av-Rutland Rd,Bk,3,Elevated,40.664717,-73.92261,Manhattan,New Lots,"N"
THIRTY ST-1-PATH,917,,,,PATH-30 St,M,,,,,,,"Y"
THIRTY THIRD ST-1-PATH,910,,,,PATH-33 St,M,,,,,,,"Y"
TIMES SQ-42 ST-1237ACENQRSW,611,127,IRT,Broadway - 7Av,Times Sq-42 St,M,1 2 3 7 A C E N Q R S W,Subway,40.75529,-73.987495,Uptown & The Bronx,Downtown & Brooklyn,"Y"
TOMPKINSVILLE-1-SIR,502,S30,SIR,Staten Island,Tompkinsville,SI,SIR,At Grade,40.636949,-74.074835,St George,Tottenville,"N"
TOTTENVILLE-1-SIR,522,S09,SIR,Staten Island,Tottenville,SI,SIR,At Grade,40.512764,-74.251961,St George,,"N"
TREMONT AV-BD,215,D07,IND,Concourse,Tremont Av,Bx,B D,Subway,40.85041,-73.905227,Bedford Pk Blvd & 205 St,Manhattan,"N"
TWENTY THIRD ST-1-PATH,911,,,,PATH-23 St,M,,,,,,,"Y"
UNION ST-R,28,R32,BMT,4th Av,Union St,Bk,R,Subway,40.677316,-73.98311,Manhattan,Bay Ridge - 95 St,"N"
UTICA AV-AC,181,A48,IND,8th Av - Fulton St,Utica Av,Bk,A C,Subway,40.679364,-73.930729,Manhattan,Euclid - Lefferts - Rockaways,"N"
V.CORTLANDT PK-1,293,101,IRT,Broadway - 7Av,Van Cortlandt Park-242 St,Bx,1,Elevated,40.889248,-73.898583,,Manhattan,"N"
VAN SICLEN AV-3,351,256,IRT,Eastern Pky,Van Siclen Av,Bk,3,Elevated,40.665449,-73.889395,Manhattan,New Lots,"N"
VAN SICLEN AV-JZ,90,J23,BMT,Jamaica,Van Siclen Av,Bk,J Z,Elevated,40.678024,-73.891688,Jamaica,Manhattan,"N"
VAN SICLEN AVE-C,186,A53,IND,8th Av - Fulton St,Van Siclen Av,Bk,C,Subway,40.67271,-73.890358,Manhattan,Euclid Av,"N"
VERNON-JACKSON-7,464,721,IRT,Flushing,Vernon Blvd-Jackson Av,Q,7,Subway,40.742626,-73.953581,Flushing,Manhattan,"N"
W 4 ST-WASH SQ-ABCDEFM,167,A32,IND,8th Av - Fulton St,W 4 St-Wash Sq,M,A C E,Subway,40.732338,-74.000495,Uptown - Queens,Downtown & Brooklyn,"Y"
W 8 ST-AQUARIUM-FQ,57,D42,BMT,Broadway - Brighton,W 8 St-NY Aquarium,Bk,F Q,Elevated,40.576127,-73.975939,Manhattan,Stillwell Av,"N"
WAKEFIELD/241-2,416,201,IRT,Lenox - White Plains Rd,Wakefield-241 St,Bx,2,Elevated,40.903125,-73.85062,,Manhattan,"N"
WALL ST-23,333,230,IRT,Clark St,Wall St,M,2 3,Subway,40.706821,-74.0091,Uptown & The Bronx,Brooklyn,"Y"
WALL ST-45,413,419,IRT,Lexington Av,Wall St,M,4 5,Subway,40.707557,-74.011862,Uptown & The Bronx,Downtown & Brooklyn,"Y"
WEST FARMS SQ-25,427,214,IRT,Lenox - White Plains Rd,West Farms Sq-E Tremont Av,Bx,2 5,Elevated,40.840295,-73.880049,Wakefield - Eastchester,Manhattan,"N"
WESTCHESTER SQ-6,363,604,IRT,Pelham,Westchester Sq-E Tremont Av,Bx,6,Elevated,40.839892,-73.842952,Pelham Bay Park,Manhattan,"N"
WHITEHALL S-FRY-R1W,635,R27,BMT,Broadway,Whitehall St-South Ferry,M,R W,Subway,40.703087,-74.012994,Uptown & Queens,Brooklyn,"Y"
WHITLOCK AV-6,370,612,IRT,Pelham,Whitlock Av,Bx,6,Elevated,40.826525,-73.886283,Pelham Bay Park,Manhattan,"N"
WILSON AV-L,130,L20,BMT,Canarsie,Wilson Av,Bk,L,Subway,40.688764,-73.904046,Manhattan,Canarsie - Rockaway Parkway,"N"
WINTHROP ST-25,355,243,IRT,Nostrand,Winthrop St,Bk,2 5,Subway,40.656652,-73.9502,Manhattan,Flatbush,"N"
WOODHAVEN BLVD-JZ,83,J15,BMT,Jamaica,Woodhaven Blvd,Q,J Z,Elevated,40.693879,-73.851576,Jamaica,Manhattan,"N"
WOODHAVEN BLVD-MR,264,G11,IND,Queens Blvd,Woodhaven Blvd,Q,M R,Subway,40.733106,-73.869229,Forest Hills,Manhattan,"N"
WOODLAWN-4,378,401,IRT,Jerome Av,Woodlawn,Bx,4,Elevated,40.886037,-73.878751,,Manhattan,"N"
WORLD TRADE CTR-ACE23,624,E01,IND,8th Av - Fulton St,World Trade Center,M,E,Subway,40.712582,-74.009781,Uptown & Queens,,"Y"
WTC-CORTLANDT-1,328,138,IRT,Broadway - 7Av,WTC Cortlandt,M,1,Subway,40.711835,-74.012188,Uptown & The Bronx,Downtown,"Y"
YORK ST-F,235,F18,IND,6th Av - Culver,York St,Bk,F,Subway,40.701397,-73.986751,Manhattan,Coney Island,"N"
ZEREGA AV-6,364,606,IRT,Pelham,Zerega Av,Bx,6,Elevated,40.836488,-73.847036,Pelham Bay Park,Manhattan,"N"
